TransactionID,pipeline,fraud_prob,prediction,e2e_latency_ms,score_latency_ms,batch_score_ms,batch_latency_s
B0#3663711,B0,0.041444,legit,,0.378,,21.7085
A2#3663826,A2,0.049497,legit,36.567,,0.401,
B0#3664431,B0,0.13376,legit,,0.45,,128.2125
B0#3664093,B0,0.03476,legit,,0.367,,77.8849
A1#3664179,A1,0.083071,legit,12.939,0.392,,
B0#3664178,B0,0.036921,legit,,0.377,,88.8362
A1#3663788,A1,0.160168,legit,18.642,0.631,,
B0#3663918,B0,0.019869,legit,,0.421,,51.5928
A1#3664097,A1,0.029489,legit,13.324,0.392,,
A1#3664215,A1,0.057558,legit,18.137,0.363,,
A1#3664039,A1,0.008137,legit,14.028,0.385,,
A2#3664301,A2,0.007293,legit,56.102,,0.454,
A1#3663701,A1,0.033508,legit,48.656,0.392,,
A1#3664352,A1,0.036599,legit,16.578,0.415,,
enrichment_on#3663594,A2,0.074558,legit,7471.574,,6.225,
B0#3663958,B0,0.195596,legit,,0.394,,58.0561
3663573,A2,0.340256,legit,7501.876,,5.916,
B0#3664507,B0,0.065622,legit,,0.362,,140.8396
A2#3663913,A2,0.082511,legit,52.468,,2.178,
A1#3663706,A1,0.092391,legit,13.134,0.397,,
B0#3663653,B0,0.019125,legit,,0.365,,14.851
A2#3664174,A2,0.144872,legit,57.527,,0.448,
B0#3664291,B0,0.263651,legit,,0.403,,105.557
B0#3664077,B0,0.021917,legit,,0.358,,75.5539
A1#3663585,A1,0.098037,legit,1975.152,0.37,,
B0#3664062,B0,0.080872,legit,,0.368,,73.5232
B0#3664234,B0,0.070538,legit,,0.411,,96.6214
enrichment_on#3663639,A2,0.0247,legit,2735.107,,1.02,
enrichment_on#3663635,A2,0.047963,legit,3171.072,,0.775,
A1#3664249,A1,0.060223,legit,13.786,0.402,,
B0#3664333,B0,0.169333,legit,,0.405,,114.3128
enrichment_off#3663676,A2,0.023976,legit,38.48,,0.611,
A2#3664545,A2,0.093445,legit,40.599,,0.387,
A1#3664395,A1,0.025053,legit,17.377,0.41,,
B0#3664424,B0,0.228933,legit,,0.66,,127.3928
B0#3663885,B0,0.103525,legit,,0.381,,46.194
A1#3664396,A1,0.019385,legit,14.17,0.413,,
B0#3664529,B0,0.046949,legit,,0.411,,143.9665
enrichment_off#3663612,A2,0.015372,legit,5091.107,,0.82,
A2#3664397,A2,0.082417,legit,45.044,,0.469,
A1#3664437,A1,0.112291,legit,12.176,0.364,,
B0#3664337,B0,0.040975,legit,,0.436,,114.9177
B0#3663732,B0,0.025546,legit,,0.358,,24.765
B0#3664165,B0,0.056563,legit,,0.379,,86.8851
A2#3664477,A2,0.133744,legit,89.972,,0.412,
B0#3664394,B0,0.103814,legit,,0.394,,123.5591
A2#3664256,A2,0.021201,legit,38.129,,0.397,
A1#3663832,A1,0.000687,legit,14.783,0.379,,
A1#3663997,A1,0.135804,legit,14.404,0.391,,
3663604,A2,0.034505,legit,3949.821,,0.785,
enrichment_off#3663632,A2,0.172971,legit,3203.502,,0.686,
B0#3664159,B0,0.003501,legit,,0.355,,86.1269
A1#3663643,A1,0.023769,legit,17.693,0.395,,
enrichment_off#3663670,A2,0.038915,legit,40.572,,0.603,
3663622,A2,0.242482,legit,2626.821,,0.785,
B0#3664254,B0,0.112917,legit,,0.427,,99.3765
A1#3664281,A1,0.099201,legit,14.158,0.396,,
A2#3663636,A2,0.158781,legit,39.74,,2.025,
A2#3664298,A2,0.036568,legit,39.613,,0.406,
3663565,A2,0.049792,legit,9588.595,,9.282,
B0#3663983,B0,0.102206,legit,,0.38,,61.4478
enrichment_on#3663692,A2,0.080222,legit,40.963,,1.327,
A1#3663634,A1,0.037101,legit,13.768,0.378,,
A1#3663728,A1,0.019316,legit,12.45,0.387,,
A1#3663607,A1,0.071015,legit,18.215,0.414,,
A1#3664287,A1,0.219629,legit,14.357,0.379,,
B0#3663604,B0,0.034505,legit,,0.381,,8.6077
A1#3664163,A1,0.072047,legit,13.408,0.388,,
A1#3664160,A1,0.324233,legit,15.665,2.599,,
B0#3664458,B0,0.03189,legit,,0.415,,132.9102
B0#3663691,B0,0.176628,legit,,0.374,,19.4736
A2#3663937,A2,0.061781,legit,40.354,,0.383,
A1#3664267,A1,0.032334,legit,22.826,0.385,,
A2#3664468,A2,0.038725,legit,48.242,,0.404,
A2#3664375,A2,0.148971,legit,38.338,,0.423,
A2#3663675,A2,0.081393,legit,37.769,,0.411,
A1#3664539,A1,0.120321,legit,14.005,0.398,,
A2#3664333,A2,0.169333,legit,50.259,,0.437,
A1#3663869,A1,0.087475,legit,14.412,0.382,,
A1#3664109,A1,0.021222,legit,14.895,0.407,,
3663642,A2,0.060857,legit,795.322,,0.614,
A1#3664194,A1,0.139586,legit,16.068,0.421,,
A1#3664328,A1,0.155809,legit,15.562,0.402,,
A2#3664327,A2,0.080906,legit,39.165,,0.419,
A2#3664392,A2,0.003296,legit,41.28,,0.403,
A2#3663966,A2,0.070354,legit,41.609,,0.413,
B0#3664156,B0,0.005527,legit,,0.365,,85.7569
A2#3664081,A2,0.145333,legit,38.122,,0.403,
enrichment_off#3663708,A2,0.014364,legit,36.004,,0.643,
A2#3664499,A2,0.05011,legit,40.17,,0.384,
B0#3663638,B0,0.277528,legit,,0.351,,12.9787
A2#3664368,A2,0.064302,legit,40.008,,0.415,
A2#3664492,A2,0.014809,legit,52.297,,0.421,
A1#3664476,A1,0.104878,legit,53.926,0.413,,
B0#3663837,B0,0.034844,legit,,0.372,,39.6008
B0#3664168,B0,0.023968,legit,,0.378,,87.2472
A2#3663945,A2,0.050589,legit,36.429,,0.405,
B0#3664045,B0,0.111313,legit,,0.418,,71.2541
A1#3664333,A1,0.169333,legit,14.809,0.398,,
B0#3663913,B0,0.094947,legit,,0.359,,50.7431
B0#3664116,B0,0.021962,legit,,0.411,,80.8468
A2#3664335,A2,0.055257,legit,37.801,,0.411,
A1#3663895,A1,0.130959,legit,16.694,0.406,,
A1#3663582,A1,0.082821,legit,2734.219,0.398,,
A2#3664220,A2,0.005757,legit,47.066,,0.425,
B0#3663671,B0,0.052301,legit,,0.359,,17.0888
enrichment_on#3663595,A2,0.009476,legit,5489.869,,2.567,
A2#3664467,A2,0.058802,legit,38.944,,0.4,
A2#3664507,A2,0.065622,legit,39.555,,0.397,
A2#3664502,A2,0.063812,legit,39.771,,0.414,
enrichment_off#3663583,A2,0.065164,legit,5608.997,,0.762,
B0#3663658,B0,0.080421,legit,,0.376,,15.3959
B0#3664042,B0,0.032715,legit,,0.38,,70.9121
A1#3663961,A1,0.031604,legit,13.808,0.398,,
A1#3664545,A1,0.093445,legit,15.172,0.382,,
enrichment_on#3663674,A2,0.050433,legit,43.424,,0.642,
A2#3663702,A2,0.045538,legit,46.782,,0.422,
A2#3663579,A2,0.233426,legit,2588.17,,0.512,
A2#3664536,A2,0.058661,legit,49.561,,0.437,
B0#3663728,B0,0.019316,legit,,0.365,,24.2287
A1#3664205,A1,0.018072,legit,13.525,0.391,,
A2#3664055,A2,0.115942,legit,42.267,,0.43,
A1#3663628,A1,0.242758,legit,21.407,0.4,,
A1#3664283,A1,0.101539,legit,13.936,0.389,,
A1#3663624,A1,0.356065,legit,11.965,0.378,,
B0#3664495,B0,0.016372,legit,,0.396,,139.1967
3663600,A2,0.035576,legit,4367.237,,5.355,
enrichment_off#3663569,A2,0.026603,legit,6504.593,,0.78,
A2#3664318,A2,0.009901,legit,38.776,,0.416,
A2#3664491,A2,0.076369,legit,44.539,,2.061,
3663615,A2,0.062768,legit,3388.568,,4.436,
A1#3663835,A1,0.084808,legit,14.037,0.395,,
A2#3664490,A2,0.09369,legit,37.483,,0.408,
B0#3663553,B0,0.030048,legit,,0.389,,0.9986
A1#3663944,A1,0.154055,legit,13.777,0.366,,
B0#3664016,B0,0.026248,legit,,0.406,,67.7664
enrichment_off#3663556,A2,0.203825,legit,7491.828,,6.562,
A2#3663842,A2,0.041542,legit,43.668,,0.398,
A2#3663749,A2,0.061843,legit,40.485,,0.406,
A1#3663843,A1,0.138083,legit,12.054,0.407,,
A1#3664114,A1,0.055633,legit,21.904,7.029,,
B0#3664468,B0,0.038725,legit,,0.395,,134.7126
A1#3664484,A1,0.007331,legit,15.037,0.407,,
B0#3664389,B0,0.127742,legit,,0.379,,122.91
A1#3663594,A1,0.074558,legit,13.491,0.418,,
A1#3663891,A1,0.258663,legit,15.133,2.08,,
A2#3664206,A2,0.410544,legit,40.32,,2.101,
enrichment_off#3663577,A2,0.131649,legit,6884.335,,9.382,
A1#3663649,A1,0.087156,legit,11.726,0.426,,
B0#3664319,B0,0.124371,legit,,0.388,,110.948
A1#3663590,A1,0.060568,legit,535.389,0.401,,
A2#3664238,A2,0.001645,legit,44.597,,6.564,
3663653,A2,0.019125,legit,209.288,,0.712,
A2#3664003,A2,0.182177,legit,46.221,,0.41,
A1#3663872,A1,0.07023,legit,14.715,0.386,,
A2#3664168,A2,0.023968,legit,57.517,,3.613,
enrichment_on#3663551,A2,0.018437,legit,7945.556,,6.096,
B0#3663857,B0,0.080593,legit,,0.362,,42.299
3663748,A2,0.006167,legit,38.342,,0.555,
A1#3664497,A1,0.026418,legit,15.697,0.395,,
enrichment_on#3663607,A2,0.071015,legit,4918.36,,5.664,
A1#3663555,A1,0.211343,legit,13053.27,0.438,,
A2#3663870,A2,0.029092,legit,57.655,,0.39,
A2#3663725,A2,0.0547,legit,57.517,,0.377,
enrichment_on#3663567,A2,0.223282,legit,9658.923,,6.392,
B0#3663594,B0,0.074558,legit,,0.414,,7.2526
A2#3663678,A2,0.05535,legit,39.31,,0.388,
B0#3664512,B0,0.001179,legit,,0.381,,141.5594
B0#3663902,B0,0.028872,legit,,0.372,,49.047
A2#3663753,A2,0.087268,legit,40.646,,0.411,
A2#3663879,A2,0.112709,legit,44.406,,0.388,
A1#3663887,A1,0.052047,legit,13.649,0.435,,
B0#3664344,B0,0.100093,legit,,0.4,,116.4299
enrichment_on#3663707,A2,0.040748,legit,46.983,,7.002,
B0#3663768,B0,0.029043,legit,,0.374,,30.4539
enrichment_on#3663623,A2,0.086924,legit,4126.107,,1.02,
B0#3663887,B0,0.052047,legit,,0.388,,46.56
A2#3664456,A2,0.048672,legit,40.932,,0.401,
enrichment_on#3663597,A2,0.077152,legit,7332.569,,6.282,
A2#3663592,A2,0.100342,legit,38.038,,0.432,
A2#3664223,A2,0.041587,legit,45.886,,0.446,
B0#3664487,B0,0.014504,legit,,0.399,,138.0298
enrichment_on#3663593,A2,0.086402,legit,7545.574,,6.225,
A1#3664439,A1,0.159907,legit,15.196,0.397,,
B0#3663970,B0,0.091026,legit,,0.371,,59.6708
enrichment_on#3663660,A2,0.025138,legit,614.038,,0.85,
B0#3664149,B0,0.130298,legit,,0.36,,84.802
B0#3663629,B0,0.170344,legit,,0.356,,11.7788
A2#3664103,A2,0.627194,fraud,40.691,,0.41,
B0#3663554,B0,0.075291,legit,,0.418,,1.1582
3663729,A2,0.043101,legit,36.673,,0.586,
A1#3664329,A1,0.228704,legit,13.991,0.389,,
B0#3663819,B0,0.136604,legit,,0.365,,37.1595
3663553,A2,0.030048,legit,7457.052,,6.065,
A1#3664010,A1,0.042828,legit,16.953,0.39,,
A1#3664023,A1,0.177012,legit,14.86,0.389,,
A1#3663691,A1,0.176628,legit,12.538,0.381,,
B0#3663952,B0,0.04768,legit,,0.36,,57.0788
B0#3664300,B0,0.026136,legit,,0.398,,106.7119
B0#3664413,B0,0.107098,legit,,0.455,,125.9862
enrichment_off#3663660,A2,0.025138,legit,719.597,,0.822,
B0#3663945,B0,0.053202,legit,,0.392,,56.0047
A2#3664193,A2,0.156537,legit,40.263,,0.412,
A2#3663708,A2,0.014364,legit,43.509,,0.434,
3663567,A2,0.223282,legit,6718.862,,0.807,
A2#3664109,A2,0.021222,legit,43.473,,2.422,
A1#3664519,A1,0.045643,legit,15.953,0.451,,
3663563,A2,0.138495,legit,7137.237,,5.355,
B0#3664368,B0,0.064302,legit,,0.373,,120.0529
B0#3663780,B0,0.914079,fraud,,0.377,,32.2326
B0#3663579,B0,0.233426,legit,,0.361,,4.9789
enrichment_off#3663683,A2,0.04127,legit,38.321,,0.633,
3663564,A2,0.059696,legit,7061.237,,5.355,
A2#3664372,A2,0.023657,legit,40.567,,0.403,
A1#3664082,A1,0.010991,legit,13.813,0.401,,
B0#3664278,B0,0.015832,legit,,0.372,,103.6677
B0#3664286,B0,0.014876,legit,,0.361,,104.823
A2#3663729,A2,0.043101,legit,39.024,,0.419,
3663702,A2,0.072451,legit,36.705,,0.609,
A2#3664394,A2,0.103814,legit,90.775,,0.426,
B0#3663606,B0,0.025679,legit,,0.41,,8.911
A1#3664327,A1,0.080906,legit,14.624,0.388,,
A1#3663658,A1,0.082565,legit,13.433,0.421,,
A1#3664542,A1,0.280182,legit,15.383,0.379,,
A2#3663671,A2,0.052301,legit,37.688,,0.41,
3663685,A2,0.136604,legit,37.162,,0.614,
A1#3664383,A1,0.035784,legit,13.702,0.397,,
B0#3664087,B0,0.091565,legit,,0.461,,76.9674
A2#3664095,A2,0.011569,legit,43.852,,0.438,
A1#3663962,A1,0.013992,legit,13.348,0.376,,
B0#3663834,B0,0.116984,legit,,0.36,,39.1909
A2#3664474,A2,0.083969,legit,47.85,,0.448,
A1#3664030,A1,0.013758,legit,15.057,0.393,,
3663676,A2,0.023976,legit,36.255,,0.562,
A2#3663594,A2,0.063725,legit,50.464,,0.394,
A1#3663613,A1,0.110818,legit,12.856,0.387,,
A1#3664391,A1,0.070796,legit,12.953,0.424,,
B0#3663615,B0,0.062768,legit,,0.348,,10.055
A2#3664506,A2,0.068524,legit,37.537,,0.41,
A1#3664543,A1,0.009462,legit,84.468,0.398,,
enrichment_on#3663625,A2,0.031625,legit,4128.073,,0.775,
B0#3664322,B0,0.042996,legit,,0.381,,111.6097
A1#3663654,A1,0.041231,legit,16.422,0.418,,
3663692,A2,0.086086,legit,38.515,,0.589,
A2#3663584,A2,0.022208,legit,1619.502,,0.503,
A2#3664140,A2,0.015081,legit,38.151,,0.389,
A2#3664459,A2,0.101276,legit,40.2,,0.394,
A1#3664499,A1,0.052699,legit,11.843,0.394,,
B0#3663619,B0,0.042936,legit,,0.366,,10.5322
enrichment_on#3663691,A2,0.176628,legit,37.235,,0.588,
A2#3664006,A2,0.095966,legit,37.734,,0.394,
B0#3664260,B0,0.142537,legit,,1.835,,100.3913
B0#3664173,B0,0.020192,legit,,0.402,,87.9165
A1#3664214,A1,0.160948,legit,14.719,0.384,,
B0#3664525,B0,0.025761,legit,,0.385,,143.4675
A2#3664161,A2,0.065073,legit,45.989,,0.474,
A1#3664189,A1,0.035461,legit,14.987,0.367,,
enrichment_on#3663673,A2,0.077635,legit,296.686,,17.86,
B0#3663760,B0,0.025985,legit,,0.361,,29.0968
enrichment_off#3663701,A2,0.033508,legit,37.539,,0.646,
A1#3663726,A1,0.14281,legit,13.261,0.376,,
3663681,A2,0.01944,legit,36.563,,0.586,
enrichment_off#3663696,A2,0.030439,legit,38.889,,0.641,
A2#3664452,A2,0.083687,legit,38.58,,0.428,
A2#3663988,A2,0.096068,legit,39.946,,0.442,
A2#3663855,A2,0.06285,legit,38.029,,0.392,
A1#3663668,A1,0.037599,legit,22.548,0.384,,
A1#3663937,A1,0.061781,legit,14.046,0.393,,
enrichment_on#3663568,A2,0.101023,legit,9424.574,,6.225,
A1#3664400,A1,0.155088,legit,15.05,0.386,,
A2#3663714,A2,0.016863,legit,45.032,,0.409,
A1#3663574,A1,0.047904,legit,4556.161,0.392,,
A2#3664093,A2,0.03476,legit,92.299,,1.716,
3663634,A2,0.037101,legit,2010.288,,0.712,
A2#3664235,A2,0.118141,legit,42.181,,0.399,
B0#3664048,B0,0.017432,legit,,0.364,,71.6629
A1#3664417,A1,0.075623,legit,15.22,0.378,,
B0#3664326,B0,0.015221,legit,,0.384,,112.6079
3663705,A2,0.48961,legit,36.681,,0.613,
B0#3664515,B0,0.071208,legit,,0.398,,142.2038
A2#3664133,A2,0.074452,legit,44.964,,2.032,
B0#3663796,B0,0.103991,legit,,0.361,,34.1636
A1#3663717,A1,0.074296,legit,16.363,0.388,,
B0#3663795,B0,0.065623,legit,,0.357,,34.0637
3663678,A2,0.042409,legit,37.664,,0.62,
A2#3664008,A2,0.183062,legit,87.816,,0.427,
A1#3664242,A1,0.026165,legit,13.876,0.399,,
3663643,A2,0.023769,legit,901.908,,0.718,
A1#3664204,A1,0.205357,legit,17.33,0.405,,
A2#3663801,A2,0.144884,legit,40.824,,2.012,
enrichment_on#3663651,A2,0.021604,legit,1607.073,,0.836,
enrichment_on#3663740,A2,0.209543,legit,39.801,,0.773,
A1#3664358,A1,0.027689,legit,12.622,0.449,,
3663707,A2,0.040748,legit,37.677,,0.619,
A2#3663910,A2,0.041427,legit,39.684,,0.394,
3663670,A2,0.038915,legit,38.816,,0.572,
A2#3664419,A2,0.032748,legit,52.251,,0.397,
B0#3663811,B0,0.934051,fraud,,0.347,,36.171
enrichment_on#3663634,A2,0.037101,legit,2500.039,,0.85,
B0#3664213,B0,0.091004,legit,,0.356,,93.8114
A2#3664111,A2,0.034124,legit,53.938,,2.089,
A1#3664266,A1,0.071953,legit,15.156,0.397,,
A2#3663680,A2,0.070047,legit,38.503,,0.412,
A1#3663710,A1,0.059338,legit,14.029,0.435,,
enrichment_on#3663619,A2,0.042936,legit,4415.107,,1.02,
A1#3663958,A1,0.195596,legit,13.279,1.679,,
A1#3664432,A1,0.0375,legit,16.959,0.367,,
enrichment_off#3663617,A2,0.022592,legit,3127.997,,0.762,
3663617,A2,0.022592,legit,3112.237,,5.355,
A2#3663789,A2,0.024562,legit,40.772,,0.417,
enrichment_off#3663700,A2,0.164476,legit,41.882,,0.616,
A2#3664544,A2,0.061847,legit,47.858,,0.434,
A2#3664083,A2,0.017317,legit,40.18,,0.406,
B0#3663769,B0,0.647078,fraud,,0.366,,30.5838
A1#3663793,A1,0.91733,fraud,12.433,0.426,,
A2#3663940,A2,0.047381,legit,43.909,,0.378,
A1#3663971,A1,0.092175,legit,22.266,7.584,,
A1#3663679,A1,0.047425,legit,12.851,0.38,,
B0#3664188,B0,0.048701,legit,,0.369,,90.2753
B0#3664238,B0,0.002457,legit,,0.442,,97.1526
enrichment_on#3663562,A2,0.031443,legit,9948.569,,6.282,
A1#3663883,A1,0.123214,legit,14.216,0.383,,
B0#3664218,B0,0.118868,legit,,0.374,,94.5434
A2#3664162,A2,0.09725,legit,44.766,,2.377,
A2#3664366,A2,0.110041,legit,41.908,,0.404,
A1#3663749,A1,0.061843,legit,11.693,0.4,,
A1#3663612,A1,0.015372,legit,13.16,0.382,,
A2#3664433,A2,0.03044,legit,44.682,,0.418,
A1#3664047,A1,0.022632,legit,12.846,0.398,,
A1#3664059,A1,0.055222,legit,46.02,0.382,,
A2#3664280,A2,0.022869,legit,43.112,,0.403,
A2#3663772,A2,0.13507,legit,44.151,,0.37,
B0#3664345,B0,0.010682,legit,,0.414,,116.703
A2#3664412,A2,0.201383,legit,43.386,,5.062,
A2#3664255,A2,0.073068,legit,38.467,,0.4,
A1#3664064,A1,0.14001,legit,16.014,0.382,,
B0#3664466,B0,0.054397,legit,,0.401,,134.298
A2#3664116,A2,0.021962,legit,40.476,,3.553,
A2#3663690,A2,0.049545,legit,45.58,,0.413,
A1#3663733,A1,0.084864,legit,12.858,0.381,,
B0#3663805,B0,0.068355,legit,,0.403,,35.3725
A2#3664324,A2,0.039583,legit,38.774,,0.401,
B0#3663924,B0,0.025861,legit,,0.389,,52.498
B0#3664309,B0,0.052565,legit,,0.416,,108.3529
A1#3663910,A1,0.041427,legit,14.308,0.368,,
A2#3664237,A2,0.055094,legit,41.185,,0.438,
B0#3663853,B0,0.046545,legit,,0.372,,41.7635
A2#3663667,A2,0.079324,legit,39.039,,0.404,
A2#3663721,A2,0.123169,legit,93.884,,2.014,
B0#3664206,B0,0.410544,legit,,0.395,,92.8871
A1#3663863,A1,0.18905,legit,14.173,0.39,,
B0#3664392,B0,0.003296,legit,,0.368,,123.3345
A2#3664539,A2,0.120321,legit,38.142,,0.464,
A1#3663866,A1,0.085771,legit,12.749,0.388,,
A2#3663697,A2,0.148929,legit,40.241,,0.43,
3663662,A2,0.045121,legit,42.185,,0.595,
enrichment_off#3663559,A2,0.075233,legit,6972.811,,0.683,
A2#3663815,A2,0.129468,legit,38.418,,0.4,
A1#3663705,A1,0.364872,legit,12.885,0.381,,
A1#3663840,A1,0.033688,legit,13.228,0.395,,
A2#3663996,A2,0.517668,fraud,39.563,,0.417,
A2#3663612,A2,0.015372,legit,39.349,,0.435,
B0#3664210,B0,0.088745,legit,,0.38,,93.438
B0#3664306,B0,0.213067,legit,,0.389,,107.777
A1#3664291,A1,0.263651,legit,15.041,0.396,,
A2#3664381,A2,0.01641,legit,68.672,,0.463,
B0#3663625,B0,0.031625,legit,,0.38,,11.2573
B0#3664401,B0,0.062858,legit,,0.373,,124.518
A2#3664096,A2,0.199339,legit,37.114,,0.397,
A1#3664244,A1,0.00442,legit,12.26,0.392,,
B0#3663603,B0,0.034093,legit,,0.405,,8.5003
A1#3664261,A1,0.007915,legit,14.527,0.374,,
A2#3663787,A2,0.0202,legit,77.489,,0.377,
3663557,A2,0.05738,legit,7255.759,,6.111,
enrichment_on#3663666,A2,0.017044,legit,174.039,,0.85,
A1#3664541,A1,0.013567,legit,13.244,0.397,,
A2#3663698,A2,0.072228,legit,41.278,,0.412,
enrichment_off#3663699,A2,0.153028,legit,39.044,,0.661,
A1#3664365,A1,0.142699,legit,13.757,0.391,,
A1#3664528,A1,0.016593,legit,14.095,0.382,,
B0#3663914,B0,0.246179,legit,,0.376,,50.8802
B0#3663994,B0,0.036969,legit,,0.363,,63.5055
A2#3664019,A2,0.031162,legit,103.006,,0.405,
A1#3663798,A1,0.102381,legit,14.897,0.394,,
B0#3663900,B0,0.16426,legit,,0.367,,48.7374
A1#3663551,A1,0.018437,legit,7099.986,4.057,,
A1#3664182,A1,0.012982,legit,13.865,0.422,,
A1#3663862,A1,0.052521,legit,14.544,0.399,,
B0#3663598,B0,0.318733,legit,,0.365,,7.8997
A1#3664488,A1,0.01599,legit,13.799,0.4,,
A2#3663777,A2,0.0529,legit,39.165,,0.469,
A1#3663823,A1,0.03035,legit,13.421,0.376,,
A1#3664206,A1,0.410544,legit,16.573,0.426,,
A1#3663757,A1,0.017118,legit,13.267,0.44,,
enrichment_off#3663590,A2,0.060568,legit,5943.335,,9.382,
A2#3664302,A2,0.01978,legit,101.038,,6.631,
B0#3664256,B0,0.028877,legit,,0.375,,99.8625
B0#3663953,B0,0.032366,legit,,0.414,,57.2764
A2#3663896,A2,0.060755,legit,40.818,,0.43,
B0#3663812,B0,0.913304,fraud,,0.362,,36.2615
A1#3663633,A1,0.039047,legit,14.091,0.383,,
enrichment_on#3663690,A2,0.049545,legit,40.192,,0.648,
A2#3664542,A2,0.280182,legit,39.389,,0.441,
enrichment_off#3663705,A2,0.364872,legit,37.594,,0.648,
B0#3664160,B0,0.324233,legit,,0.377,,86.2518
B0#3664035,B0,0.048653,legit,,0.377,,70.1444
A2#3663833,A2,0.09184,legit,42.158,,0.394,
B0#3664442,B0,0.108683,legit,,0.367,,129.5893
A1#3663587,A1,0.386691,legit,1533.525,0.436,,
CLEAN_TEST_002,A2,0.261784,legit,120.317,,6.014,
A2#3664150,A2,0.015445,legit,47.979,,0.461,
A1#3664037,A1,0.030954,legit,13.518,0.457,,
A1#3664256,A1,0.028877,legit,17.283,0.369,,
A2#3663973,A2,0.167859,legit,37.663,,0.4,
A1#3664116,A1,0.021962,legit,14.878,0.439,,
A2#3663970,A2,0.106279,legit,41.587,,0.402,
A2#3664001,A2,0.055347,legit,47.847,,0.376,
A2#3664242,A2,0.018703,legit,40.86,,0.384,
enrichment_off#3663651,A2,0.021604,legit,1478.502,,0.686,
enrichment_off#3663605,A2,0.116556,legit,4901.518,,0.89,
B0#3664097,B0,0.029489,legit,,0.393,,78.4714
A1#3664111,A1,0.034124,legit,13.426,0.398,,
A2#3664316,A2,0.115745,legit,44.986,,0.438,
A2#3664188,A2,0.037877,legit,39.934,,0.39,
A2#3664369,A2,0.041539,legit,44.791,,0.399,
enrichment_on#3663578,A2,0.032129,legit,8826.923,,6.392,
B0#3664282,B0,0.152459,legit,,0.401,,104.283
A2#3664390,A2,0.343801,legit,47.205,,0.385,
B0#3663861,B0,0.029643,legit,,0.404,,42.799
B0#3664493,B0,0.009028,legit,,0.385,,138.8455
A2#3663840,A2,0.032213,legit,39.448,,0.405,
A1#3663857,A1,0.080593,legit,31.522,0.379,,
A1#3663909,A1,0.25298,legit,11.989,0.371,,
3663598,A2,0.318733,legit,4390.821,,0.785,
B0#3664312,B0,0.212115,legit,,0.401,,108.9441
A2#3664427,A2,0.056725,legit,38.762,,0.403,
A1#3664236,A1,0.046147,legit,13.749,0.377,,
A1#3663689,A1,0.063965,legit,14.822,0.403,,
A2#3664465,A2,0.027658,legit,43.856,,0.397,
enrichment_off#3663578,A2,0.032129,legit,5847.593,,0.78,
A2#3664519,A2,0.045643,legit,48.636,,6.75,
A2#3663759,A2,0.098207,legit,39.133,,0.362,
A2#3664199,A2,0.35751,legit,45.6,,0.387,
A2#3663554,A2,0.075291,legit,13034.839,,4.011,
B0#3664061,B0,0.032186,legit,,0.377,,73.4122
A2#3663897,A2,0.024544,legit,62.639,,0.47,
A2#3663909,A2,0.25298,legit,44.519,,0.422,
B0#3664079,B0,0.059809,legit,,0.467,,75.8527
A1#3664252,A1,0.016989,legit,56.178,0.427,,
3663620,A2,0.035294,legit,3157.908,,0.718,
A2#3664377,A2,0.098133,legit,41.702,,0.396,
A2#3663863,A2,0.18905,legit,51.304,,0.392,
A1#3664430,A1,0.015574,legit,13.464,0.398,,
3663624,A2,0.356065,legit,2989.292,,0.867,
B0#3664020,B0,0.024009,legit,,0.362,,68.2473
B0#3663713,B0,0.179037,legit,,0.368,,21.8996
A2#3664114,A2,0.055633,legit,38.173,,0.408,
B0#3664501,B0,0.083704,legit,,0.365,,140.089
3663605,A2,0.116556,legit,4125.568,,4.436,
B0#3664145,B0,0.02196,legit,,0.446,,84.2559
A1#3663629,A1,0.170344,legit,15.367,0.377,,
B0#3664478,B0,0.116847,legit,,0.381,,136.682
B0#3663988,B0,0.096068,legit,,0.39,,62.4422
A2#3663734,A2,0.007353,legit,78.075,,0.388,
3663684,A2,0.125987,legit,38.565,,0.596,
B0#3663550,B0,0.054846,legit,,0.414,,0.5588
A1#3664340,A1,0.031172,legit,19.69,0.415,,
A1#3664015,A1,0.113859,legit,14.264,0.379,,
B0#3663749,B0,0.061843,legit,,0.357,,27.408
3663720,A2,0.025174,legit,37.67,,0.566,
A1#3664323,A1,0.055763,legit,13.01,0.389,,
B0#3663669,B0,0.167678,legit,,0.383,,16.8809
3663666,A2,0.017044,legit,37.724,,0.645,
B0#3663816,B0,0.117846,legit,,0.372,,36.8169
A2#3664489,A2,0.046823,legit,44.54,,2.057,
A2#3664449,A2,0.081565,legit,43.259,,0.418,
B0#3663799,B0,0.037823,legit,,0.345,,34.5907
B0#3663870,B0,0.029092,legit,,0.361,,43.9225
B0#3663965,B0,0.063544,legit,,0.419,,59.0724
enrichment_off#3663677,A2,0.023872,legit,37.944,,0.622,
B0#3663789,B0,0.028797,legit,,0.365,,33.362
A2#3663672,A2,0.256264,legit,88.419,,0.41,
A2#3663623,A2,0.086924,legit,45.847,,7.545,
A2#3664257,A2,0.125549,legit,42.441,,0.423,
A1#3664073,A1,0.034136,legit,12.514,0.415,,
A2#3663831,A2,0.041528,legit,39.831,,0.395,
A2#3663591,A2,0.021237,legit,39.038,,2.051,
3663664,A2,0.203082,legit,37.462,,0.571,
